date_hour,trip_count
2009-04-26 16,21
2009-04-26 17,18
2009-04-26 18,16
2009-04-26 19,26
2009-04-26 20,12
2009-04-26 21,27
2009-04-26 22,14
2009-04-26 23,11
2009-04-27 00,3
2009-04-27 01,3
2009-04-27 02,3
2009-04-27 03,2
2009-04-27 04,1
2009-04-27 05,5
2009-04-27 06,6
2009-04-27 07,11
2009-04-27 08,20
2009-04-27 09,23
2009-04-27 10,21
2009-04-27 11,13
2009-04-27 12,6
2009-04-27 13,10
2009-04-27 14,18
2009-04-27 15,14
2009-04-27 16,7
2009-04-27 17,6
2009-04-27 18,13
2009-04-27 19,14
2009-04-27 20,12
2009-04-27 21,8
2009-04-27 22,12
2009-04-27 23,9
2009-04-28 00,3
2009-04-28 01,7
2009-04-28 02,4
2009-04-28 03,5
2009-04-28 05,1
2009-04-28 06,9
2009-04-28 07,20
2009-04-28 08,23
2009-04-28 09,24
2009-04-28 10,17
2009-04-28 11,16
2009-04-28 12,25
2009-04-28 13,26
2009-04-28 14,19
2009-04-28 15,22
2009-04-28 16,23
2009-04-28 17,11
2009-04-28 18,27
2009-04-28 19,29
2009-04-28 20,17
2009-04-28 21,24
2009-04-28 22,28
2009-04-28 23,20
2009-04-29 00,17
2009-04-29 01,11
2009-04-29 02,1
2009-04-29 04,4
2009-04-29 05,5
2009-04-29 06,15
2009-04-29 07,23
2009-04-29 08,19
2009-04-29 09,19
2009-04-29 10,20
2009-04-29 11,18
2009-04-29 12,22
2009-04-29 13,12
2009-04-29 14,17
2009-04-29 15,28
2009-04-29 16,22
2009-04-29 17,27
2009-04-29 18,23
2009-04-29 19,23
2009-04-29 20,28
2009-04-29 21,21
2009-04-29 22,21
2009-04-29 23,9
2009-04-30 00,8
2009-04-30 01,12
2009-04-30 02,5
2009-04-30 03,1
2009-04-30 04,1
2009-04-30 05,8
2009-04-30 06,16
2009-04-30 07,32
2009-04-30 08,28
2009-04-30 09,28
2009-04-30 10,25
2009-04-30 11,20
2009-04-30 12,32
2009-04-30 13,17
2009-04-30 14,26
2009-04-30 15,19
2009-04-30 16,25
2009-04-30 17,32
2009-04-30 18,30
2009-04-30 19,40
2009-04-30 20,37
2009-04-30 21,32
2009-04-30 22,23
2009-04-30 23,27
2009-05-01 00,12
2009-05-01 01,11
2009-05-01 02,5
2009-05-01 03,1
2009-05-01 04,5
2009-05-01 05,3
2009-05-01 06,7
2009-05-01 07,22
2009-05-01 08,17
2009-05-01 09,24
2009-05-01 10,27
2009-05-01 11,22
2009-05-01 12,25
2009-05-01 13,32
2009-05-01 14,26
2009-05-01 15,25
2009-05-01 16,21
2009-05-01 17,24
2009-05-01 18,33
2009-05-01 19,16
2009-05-01 20,18
2009-05-01 21,37
2009-05-01 22,26
2009-05-01 23,27
2009-05-02 00,26
2009-05-02 01,33
2009-05-02 02,21
2009-05-02 03,13
2009-05-02 04,11
2009-05-02 05,5
2009-05-02 06,6
2009-05-02 07,9
2009-05-02 08,7
2009-05-02 09,9
2009-05-02 10,21
2009-05-02 11,30
2009-05-02 12,19
2009-05-02 13,32
2009-05-02 14,18
2009-05-02 15,26
2009-05-02 16,27
2009-05-02 17,18
2009-05-02 18,24
2009-05-02 19,26
2009-05-02 20,31
2009-05-02 21,23
2009-05-02 22,36
2009-05-02 23,26
2009-05-03 00,24
2009-05-03 01,28
2009-05-03 02,18
2009-05-03 03,26
2009-05-03 04,9
2009-05-03 05,5
2009-05-03 06,4
2009-05-03 07,5
2009-05-03 08,14
2009-05-03 09,15
2009-05-03 10,16
2009-05-03 11,24
2009-05-03 12,23
2009-05-03 13,23
2009-05-03 14,24
2009-05-03 15,18
2009-05-03 16,18
2009-05-03 17,22
2009-05-03 18,25
2009-05-03 19,18
2009-05-03 20,17
2009-05-03 21,11
2009-05-03 22,27
2009-05-03 23,10
2009-05-04 00,10
2009-05-04 01,2
2009-05-04 02,3
2009-05-04 03,3
2009-05-04 04,2
2009-05-04 05,3
2009-05-04 06,11
2009-05-04 07,19
2009-05-04 08,24
2009-05-04 09,18
2009-05-04 10,24
2009-05-04 11,12
2009-05-04 12,22
2009-05-04 13,23
2009-05-04 14,26
2009-05-04 15,23
2009-05-04 16,12
2009-05-04 17,38
2009-05-04 18,27
2009-05-04 19,31
2009-05-04 20,30
2009-05-04 21,17
2009-05-04 22,20
2009-05-04 23,13
2009-05-05 00,6
2009-05-05 01,7
2009-05-05 02,2
2009-05-05 03,3
2009-05-05 05,4
2009-05-05 06,7
2009-05-05 07,20
2009-05-05 08,33
2009-05-05 09,30
2009-05-05 10,22
2009-05-05 11,20
2009-05-05 12,20
2009-05-05 13,22
2009-05-05 14,25
2009-05-05 15,21
2009-05-05 16,17
2009-05-05 17,23
2009-05-05 18,33
2009-05-05 19,28
2009-05-05 20,24
2009-05-05 21,34
2009-05-05 22,26
2009-05-05 23,24
2009-05-06 00,18
2009-05-06 01,10
2009-05-06 02,6
2009-05-06 03,4
2009-05-06 04,2
2009-05-06 05,5
2009-05-06 06,6
2009-05-06 07,23
2009-05-06 08,28
2009-05-06 09,18
2009-05-06 10,24
2009-05-06 11,27
2009-05-06 12,26
2009-05-06 13,28
2009-05-06 14,30
2009-05-06 15,19
2009-05-06 16,18
2009-05-06 17,26
2009-05-06 18,48
2009-05-06 19,32
2009-05-06 20,24
2009-05-06 21,24
2009-05-06 22,26
2009-05-06 23,23
2009-05-07 00,27
2009-05-07 01,14
2009-05-07 02,2
2009-05-07 03,3
2009-05-07 04,2
2009-05-07 05,4
2009-05-07 06,13
2009-05-07 07,30
2009-05-07 08,24
2009-05-07 09,31
2009-05-07 10,20
2009-05-07 11,8
2009-05-07 12,21
2009-05-07 13,33
2009-05-07 14,30
2009-05-07 15,31
2009-05-07 16,26
2009-05-07 17,19
2009-05-07 18,25
2009-05-07 19,38
2009-05-07 20,19
2009-05-07 21,37
2009-05-07 22,28
2009-05-07 23,24
2009-05-08 00,11
2009-05-08 01,10
2009-05-08 02,8
2009-05-08 03,7
2009-05-08 04,4
2009-05-08 05,1
2009-05-08 06,14
2009-05-08 07,22
2009-05-08 08,25
2009-05-08 09,26
2009-05-08 10,16
2009-05-08 11,20
2009-05-08 12,21
2009-05-08 13,23
2009-05-08 14,31
2009-05-08 15,17
2009-05-08 16,12
2009-05-08 17,27
2009-05-08 18,16
2009-05-08 19,27
2009-05-08 20,33
2009-05-08 21,31
2009-05-08 22,17
2009-05-08 23,31
2009-05-09 00,24
2009-05-09 01,20
2009-05-09 02,21
2009-05-09 03,20
2009-05-09 04,13
2009-05-09 05,4
2009-05-09 06,3
2009-05-09 07,4
2009-05-09 08,14
2009-05-09 09,12
2009-05-09 10,14
2009-05-09 11,21
2009-05-09 12,19
2009-05-09 13,23
2009-05-09 14,15
2009-05-09 15,24
2009-05-09 16,34
2009-05-09 17,25
2009-05-09 18,25
2009-05-09 19,32
2009-05-09 20,27
2009-05-09 21,22
2009-05-09 22,31
2009-05-09 23,31
2009-05-10 00,28
2009-05-10 01,24
2009-05-10 02,28
2009-05-10 03,25
2009-05-10 04,12
2009-05-10 05,4
2009-05-10 06,8
2009-05-10 07,6
2009-05-10 08,6
2009-05-10 09,13
2009-05-10 10,10
2009-05-10 11,9
2009-05-10 12,31
2009-05-10 13,19
2009-05-10 14,23
2009-05-10 15,27
2009-05-10 16,18
2009-05-10 17,25
2009-05-10 18,31
2009-05-10 19,18
2009-05-10 20,16
2009-05-10 21,22
2009-05-10 22,28
2009-05-10 23,9
2009-05-11 00,5
2009-05-11 01,5
2009-05-11 02,5
2009-05-11 03,2
2009-05-11 05,7
2009-05-11 06,8
2009-05-11 07,16
2009-05-11 08,25
2009-05-11 09,22
2009-05-11 10,27
2009-05-11 11,24
2009-05-11 12,17
2009-05-11 13,33
2009-05-11 14,22
2009-05-11 15,20
2009-05-11 16,17
2009-05-11 17,23
2009-05-11 18,19
2009-05-11 19,19
2009-05-11 20,26
2009-05-11 21,15
2009-05-11 22,24
2009-05-11 23,11
2009-05-12 00,16
2009-05-12 01,7
2009-05-12 02,8
2009-05-12 03,3
2009-05-12 05,2
2009-05-12 06,12
2009-05-12 07,17
2009-05-12 08,31
2009-05-12 09,14
2009-05-12 10,29
2009-05-12 11,22
2009-05-12 12,17
2009-05-12 13,14
2009-05-12 14,29
2009-05-12 15,24
2009-05-12 16,17
2009-05-12 17,27
2009-05-12 18,32
2009-05-12 19,28
2009-05-12 20,28
2009-05-12 21,26
2009-05-12 22,24
2009-05-12 23,13
2009-05-13 00,18
2009-05-13 01,4
2009-05-13 02,2
2009-05-13 03,4
2009-05-13 04,3
2009-05-13 05,5
2009-05-13 06,12
2009-05-13 07,23
2009-05-13 08,25
2009-05-13 09,17
2009-05-13 10,21
2009-05-13 11,19
2009-05-13 12,29
2009-05-13 13,17
2009-05-13 14,24
2009-05-13 15,17
2009-05-13 16,12
2009-05-13 17,28
2009-05-13 18,35
2009-05-13 19,27
2009-05-13 20,40
2009-05-13 21,20
2009-05-13 22,27
2009-05-13 23,25
2009-05-14 00,16
2009-05-14 01,10
2009-05-14 02,4
2009-05-14 03,3
2009-05-14 04,1
2009-05-14 05,1
2009-05-14 06,11
2009-05-14 07,20
2009-05-14 08,25
2009-05-14 09,26
2009-05-14 10,26
2009-05-14 11,18
2009-05-14 12,23
2009-05-14 13,20
2009-05-14 14,41
2009-05-14 15,16
2009-05-14 16,18
2009-05-14 17,25
2009-05-14 18,34
2009-05-14 19,31
2009-05-14 20,26
2009-05-14 21,22
2009-05-14 22,29
2009-05-14 23,29
2009-05-15 00,27
2009-05-15 01,8
2009-05-15 02,7
2009-05-15 03,3
2009-05-15 04,5
2009-05-15 05,4
2009-05-15 06,8
2009-05-15 07,21
2009-05-15 08,31
2009-05-15 09,25
2009-05-15 10,26
2009-05-15 11,19
2009-05-15 12,20
2009-05-15 13,24
2009-05-15 14,17
2009-05-15 15,17
2009-05-15 16,11
2009-05-15 17,28
2009-05-15 18,22
2009-05-15 19,36
2009-05-15 20,28
2009-05-15 21,38
2009-05-15 22,40
2009-05-15 23,26
2009-05-16 00,26
2009-05-16 01,31
2009-05-16 02,31
2009-05-16 03,9
2009-05-16 04,8
2009-05-16 05,3
2009-05-16 06,4
2009-05-16 07,10
2009-05-16 08,7
2009-05-16 09,12
2009-05-16 10,18
2009-05-16 11,16
2009-05-16 12,21
2009-05-16 13,24
2009-05-16 14,18
2009-05-16 15,31
2009-05-16 16,16
2009-05-16 17,17
2009-05-16 18,26
2009-05-16 19,29
2009-05-16 20,26
2009-05-16 21,27
2009-05-16 22,36
2009-05-16 23,19
2009-05-17 00,29
2009-05-17 01,27
2009-05-17 02,21
2009-05-17 03,26
2009-05-17 04,11
2009-05-17 05,3
2009-05-17 06,6
2009-05-17 07,8
2009-05-17 08,9
2009-05-17 09,10
2009-05-17 10,17
2009-05-17 11,28
2009-05-17 12,23
2009-05-17 13,27
2009-05-17 14,16
2009-05-17 15,25
2009-05-17 16,22
2009-05-17 17,13
2009-05-17 18,21
2009-05-17 19,19
2009-05-17 20,13
2009-05-17 21,12
2009-05-17 22,19
2009-05-17 23,14
2009-05-18 00,12
2009-05-18 01,7
2009-05-18 02,3
2009-05-18 03,5
2009-05-18 04,3
2009-05-18 05,4
2009-05-18 06,17
2009-05-18 07,20
2009-05-18 08,28
2009-05-18 09,22
2009-05-18 10,14
2009-05-18 11,18
2009-05-18 12,26
2009-05-18 13,16
2009-05-18 14,29
2009-05-18 15,21
2009-05-18 16,15
2009-05-18 17,27
2009-05-18 18,30
2009-05-18 19,36
2009-05-18 20,23
2009-05-18 21,17
2009-05-18 22,16
2009-05-18 23,20
2009-05-19 00,16
2009-05-19 01,7
2009-05-19 02,4
2009-05-19 03,1
2009-05-19 04,2
2009-05-19 05,1
2009-05-19 06,16
2009-05-19 07,29
2009-05-19 08,31
2009-05-19 09,26
2009-05-19 10,16
2009-05-19 11,17
2009-05-19 12,23
2009-05-19 13,16
2009-05-19 14,16
2009-05-19 15,17
2009-05-19 16,14
2009-05-19 17,31
2009-05-19 18,33
2009-05-19 19,37
2009-05-19 20,22
2009-05-19 21,19
2009-05-19 22,32
2009-05-19 23,18
2009-05-20 00,16
2009-05-20 01,7
2009-05-20 02,7
2009-05-20 03,2
2009-05-20 04,1
2009-05-20 05,1
2009-05-20 06,11
2009-05-20 07,16
2009-05-20 08,29
2009-05-20 09,31
2009-05-20 10,28
2009-05-20 11,18
2009-05-20 12,27
2009-05-20 13,14
2009-05-20 14,27
2009-05-20 15,21
2009-05-20 16,20
2009-05-20 17,26
2009-05-20 18,42
2009-05-20 19,26
2009-05-20 20,37
2009-05-20 21,31
2009-05-20 22,26
2009-05-20 23,28
2009-05-21 00,16
2009-05-21 01,6
2009-05-21 02,5
2009-05-21 03,4
2009-05-21 04,2
2009-05-21 05,1
2009-05-21 06,4
2009-05-21 07,27
2009-05-21 08,31
2009-05-21 09,20
2009-05-21 10,22
2009-05-21 11,25
2009-05-21 12,27
2009-05-21 13,30
2009-05-21 14,26
2009-05-21 15,16
2009-05-21 16,26
2009-05-21 17,26
2009-05-21 18,25
2009-05-21 19,27
2009-05-21 20,28
2009-05-21 21,24
2009-05-21 22,39
2009-05-21 23,29
2009-05-22 00,20
2009-05-22 01,22
2009-05-22 02,4
2009-05-22 03,5
2009-05-22 04,3
2009-05-22 05,5
2009-05-22 06,12
2009-05-22 07,21
2009-05-22 08,22
2009-05-22 09,29
2009-05-22 10,12
2009-05-22 11,25
2009-05-22 12,31
2009-05-22 13,25
2009-05-22 14,22
2009-05-22 15,34
2009-05-22 16,16
2009-05-22 17,14
2009-05-22 18,26
2009-05-22 19,27
2009-05-22 20,31
2009-05-22 21,13
2009-05-22 22,30
2009-05-22 23,31
2009-05-23 00,16
2009-05-23 01,19
2009-05-23 02,16
2009-05-23 03,22
2009-05-23 04,4
2009-05-23 05,6
2009-05-23 06,3
2009-05-23 07,5
2009-05-23 08,11
2009-05-23 09,13
2009-05-23 10,13
2009-05-23 11,17
2009-05-23 12,14
2009-05-23 13,14
2009-05-23 14,17
2009-05-23 15,21
2009-05-23 16,23
2009-05-23 17,25
2009-05-23 18,15
2009-05-23 19,23
2009-05-23 20,25
2009-05-23 21,20
2009-05-23 22,28
2009-05-23 23,32
2009-05-24 00,18
2009-05-24 01,20
2009-05-24 02,18
2009-05-24 03,16
2009-05-24 04,7
2009-05-24 05,3
2009-05-24 06,3
2009-05-24 07,7
2009-05-24 08,3
2009-05-24 09,10
2009-05-24 10,11
2009-05-24 11,13
2009-05-24 12,18
2009-05-24 13,22
2009-05-24 14,25
2009-05-24 15,20
2009-05-24 16,19
2009-05-24 17,29
2009-05-24 18,16
2009-05-24 19,12
2009-05-24 20,14
2009-05-24 21,23
2009-05-24 22,16
2009-05-24 23,16
2009-05-25 00,7
2009-05-25 01,6
2009-05-25 02,6
2009-05-25 03,5
2009-05-25 04,1
2009-05-25 05,4
2009-05-25 06,1
2009-05-25 07,2
2009-05-25 08,3
2009-05-25 09,5
2009-05-25 10,9
2009-05-25 11,13
2009-05-25 12,12
2009-05-25 13,12
2009-05-25 14,17
2009-05-25 15,17
2009-05-25 16,14
2009-05-25 17,15
2009-05-25 18,17
2009-05-25 19,18
2009-05-25 20,18
2009-05-25 21,17
2009-05-25 22,9
2009-05-25 23,14
2009-05-26 00,6
2009-05-26 01,8
2009-05-26 03,3
2009-05-26 04,2
2009-05-26 05,2
2009-05-26 06,5
2009-05-26 07,19
2009-05-26 08,17
2009-05-26 09,23
2009-05-26 10,18
2009-05-26 11,15
2009-05-26 12,6
2009-05-26 13,19
2009-05-26 14,19
2009-05-26 15,31
2009-05-26 16,23
2009-05-26 17,32
2009-05-26 18,29
2009-05-26 19,23
2009-05-26 20,31
2009-05-26 21,21
2009-05-26 22,20
2009-05-26 23,9
2009-05-27 00,15
2009-05-27 01,6
2009-05-27 02,8
2009-05-27 04,3
2009-05-27 05,1
2009-05-27 06,13
2009-05-27 07,21
2009-05-27 08,27
2009-05-27 09,18
2009-05-27 10,38
2009-05-27 11,17
2009-05-27 12,20
2009-05-27 13,23
2009-05-27 14,16
2009-05-27 15,29
2009-05-27 16,25
2009-05-27 17,24
2009-05-27 18,31
2009-05-27 19,31
2009-05-27 20,24
2009-05-27 21,21
2009-05-27 22,32
2009-05-27 23,18
2009-05-28 00,8
2009-05-28 01,7
2009-05-28 02,3
2009-05-28 03,5
2009-05-28 04,4
2009-05-28 05,7
2009-05-28 06,13
2009-05-28 07,20
2009-05-28 08,20
2009-05-28 09,27
2009-05-28 10,19
2009-05-28 11,23
2009-05-28 12,24
2009-05-28 13,26
2009-05-28 14,28
2009-05-28 15,27
2009-05-28 16,24
2009-05-28 17,25
2009-05-28 18,19
2009-05-28 19,30
2009-05-28 20,21
2009-05-28 21,22
2009-05-28 22,23
2009-05-28 23,26
2009-05-29 00,14
2009-05-29 01,10
2009-05-29 02,2
2009-05-29 03,7
2009-05-29 04,3
2009-05-29 05,7
2009-05-29 06,8
2009-05-29 07,23
2009-05-29 08,29
2009-05-29 09,26
2009-05-29 10,24
2009-05-29 11,24
2009-05-29 12,27
2009-05-29 13,22
2009-05-29 14,16
2009-05-29 15,28
2009-05-29 16,20
2009-05-29 17,26
2009-05-29 18,48
2009-05-29 19,36
2009-05-29 20,29
2009-05-29 21,30
2009-05-29 22,29
2009-05-29 23,24
2009-05-30 00,24
2009-05-30 01,26
2009-05-30 02,13
2009-05-30 03,19
2009-05-30 04,8
2009-05-30 05,5
2009-05-30 06,4
2009-05-30 07,7
2009-05-30 08,9
2009-05-30 09,14
2009-05-30 10,11
2009-05-30 11,26
2009-05-30 12,28
2009-05-30 13,28
2009-05-30 14,25
2009-05-30 15,16
2009-05-30 16,20
2009-05-30 17,25
2009-05-30 18,32
2009-05-30 19,27
2009-05-30 20,27
2009-05-30 21,20
2009-05-30 22,26
2009-05-30 23,19
2009-05-31 00,14
2009-05-31 01,16
2009-05-31 02,30
2009-05-31 03,17
2009-05-31 04,9
2009-05-31 05,1
2009-05-31 07,6
2009-05-31 08,6
2009-05-31 09,13
2009-05-31 10,19
2009-05-31 11,14
2009-05-31 12,17
2009-05-31 13,27
2009-05-31 14,13
2009-05-31 15,20
2009-05-31 16,20
2009-05-31 17,19
2009-05-31 18,11
2009-05-31 19,14
2009-05-31 20,13
2009-05-31 21,17
2009-05-31 22,15
2009-05-31 23,13
2009-06-01 00,3
2009-06-01 01,5
2009-06-01 02,1
2009-06-01 03,2
2009-06-01 04,1
2009-06-01 05,4
2009-06-01 06,4
2009-06-01 07,8
2009-06-01 08,15
2009-06-01 09,18
2009-06-01 10,4
2009-06-01 11,8
2009-06-01 12,19
2009-06-01 13,20
2009-06-01 14,22
2009-06-01 15,22
2009-06-01 16,14
2009-06-01 17,17
2009-06-01 18,16
2009-06-01 19,23
2009-06-01 20,14
2009-06-01 21,26
2009-06-01 22,18
2009-06-01 23,18
2009-06-02 00,14
2009-06-02 01,2
2009-06-02 02,2
2009-06-02 03,5
2009-06-02 04,1
2009-06-02 05,3
2009-06-02 06,6
2009-06-02 07,27
2009-06-02 08,33
2009-06-02 09,23
2009-06-02 10,16
2009-06-02 11,22
2009-06-02 12,14
2009-06-02 13,13
2009-06-02 14,16
2009-06-02 15,21
2009-06-02 16,21
2009-06-02 17,19
2009-06-02 18,19
2009-06-02 19,29
2009-06-02 20,18
2009-06-02 21,15
2009-06-02 22,20
2009-06-02 23,20
2009-06-03 00,11
2009-06-03 01,6
2009-06-03 02,6
2009-06-03 03,3
2009-06-03 04,1
2009-06-03 05,5
2009-06-03 06,8
2009-06-03 07,14
2009-06-03 08,39
2009-06-03 09,20
2009-06-03 10,10
2009-06-03 11,15
2009-06-03 12,24
2009-06-03 13,17
2009-06-03 14,24
2009-06-03 15,19
2009-06-03 16,17
2009-06-03 17,23
2009-06-03 18,22
2009-06-03 19,23
2009-06-03 20,34
2009-06-03 21,23
2009-06-03 22,23
2009-06-03 23,26
2009-06-04 00,17
2009-06-04 01,13
2009-06-04 02,7
2009-06-04 03,4
2009-06-04 04,4
2009-06-04 05,2
2009-06-04 06,14
2009-06-04 07,25
2009-06-04 08,39
2009-06-04 09,21
2009-06-04 10,32
2009-06-04 11,21
2009-06-04 12,14
2009-06-04 13,18
2009-06-04 14,20
2009-06-04 15,20
2009-06-04 16,18
2009-06-04 17,25
2009-06-04 18,31
2009-06-04 19,38
2009-06-04 20,32
2009-06-04 21,23
2009-06-04 22,37
2009-06-04 23,25
2009-06-05 00,17
2009-06-05 01,20
2009-06-05 02,11
2009-06-05 03,6
2009-06-05 04,3
2009-06-05 05,2
2009-06-05 06,6
2009-06-05 07,28
2009-06-05 08,26
2009-06-05 09,28
2009-06-05 10,17
2009-06-05 11,20
2009-06-05 12,40
2009-06-05 13,27
2009-06-05 14,25
2009-06-05 15,16
2009-06-05 16,17
2009-06-05 17,23
2009-06-05 18,16
2009-06-05 19,41
2009-06-05 20,36
2009-06-05 21,33
2009-06-05 22,33
2009-06-05 23,20
2009-06-06 00,30
2009-06-06 01,17
2009-06-06 02,26
2009-06-06 03,19
2009-06-06 04,4
2009-06-06 05,6
2009-06-06 06,4
2009-06-06 07,8
2009-06-06 08,8
2009-06-06 09,17
2009-06-06 10,12
2009-06-06 11,20
2009-06-06 12,22
2009-06-06 13,20
2009-06-06 14,21
2009-06-06 15,22
2009-06-06 16,21
2009-06-06 17,16
2009-06-06 18,21
2009-06-06 19,30
2009-06-06 20,25
2009-06-06 21,24
2009-06-06 22,22
2009-06-06 23,35
2009-06-07 00,36
2009-06-07 01,32
2009-06-07 02,18
2009-06-07 03,19
2009-06-07 04,11
2009-06-07 05,4
2009-06-07 06,5
2009-06-07 07,4
2009-06-07 08,11
2009-06-07 09,8
2009-06-07 10,17
2009-06-07 11,23
2009-06-07 12,17
2009-06-07 13,27
2009-06-07 14,18
2009-06-07 15,20
2009-06-07 16,16
2009-06-07 17,26
2009-06-07 18,25
2009-06-07 19,12
2009-06-07 20,21
2009-06-07 21,25
2009-06-07 22,10
2009-06-07 23,13
2009-06-08 00,21
2009-06-08 01,9
2009-06-08 02,1
2009-06-08 03,3
2009-06-08 04,5
2009-06-08 05,7
2009-06-08 06,9
2009-06-08 07,17
2009-06-08 08,16
2009-06-08 09,28
2009-06-08 10,18
2009-06-08 11,18
2009-06-08 12,13
2009-06-08 13,15
2009-06-08 14,18
2009-06-08 15,18
2009-06-08 16,13
2009-06-08 17,11
2009-06-08 18,11
2009-06-08 19,14
2009-06-08 20,24
2009-06-08 21,15
2009-06-08 22,17
2009-06-08 23,21
2009-06-09 00,9
2009-06-09 01,6
2009-06-09 02,4
2009-06-09 03,2
2009-06-09 04,5
2009-06-09 05,2
2009-06-09 06,10
2009-06-09 07,13
2009-06-09 08,35
2009-06-09 09,19
2009-06-09 10,29
2009-06-09 11,24
2009-06-09 12,24
2009-06-09 13,22
2009-06-09 14,34
2009-06-09 15,18
2009-06-09 16,23
2009-06-09 17,23
2009-06-09 18,35
2009-06-09 19,30
2009-06-09 20,31
2009-06-09 21,25
2009-06-09 22,14
2009-06-09 23,25
2009-06-10 00,20
2009-06-10 01,9
2009-06-10 02,6
2009-06-10 03,2
2009-06-10 04,1
2009-06-10 05,4
2009-06-10 06,10
2009-06-10 07,26
2009-06-10 08,40
2009-06-10 09,35
2009-06-10 10,25
2009-06-10 11,26
2009-06-10 12,28
2009-06-10 13,30
2009-06-10 14,23
2009-06-10 15,14
2009-06-10 16,16
2009-06-10 17,25
2009-06-10 18,20
2009-06-10 19,31
2009-06-10 20,16
2009-06-10 21,32
2009-06-10 22,30
2009-06-10 23,24
2009-06-11 00,11
2009-06-11 01,13
2009-06-11 02,3
2009-06-11 03,4
2009-06-11 04,6
2009-06-11 05,2
2009-06-11 06,7
2009-06-11 07,13
2009-06-11 08,21
2009-06-11 09,24
2009-06-11 10,22
2009-06-11 11,31
2009-06-11 12,21
2009-06-11 13,23
2009-06-11 14,29
2009-06-11 15,13
2009-06-11 16,10
2009-06-11 17,18
2009-06-11 18,32
2009-06-11 19,26
2009-06-11 20,28
2009-06-11 21,34
2009-06-11 22,27
2009-06-11 23,34
2009-06-12 00,39
2009-06-12 01,16
2009-06-12 02,9
2009-06-12 03,6
2009-06-12 04,1
2009-06-12 05,3
2009-06-12 06,17
2009-06-12 07,31
2009-06-12 08,28
2009-06-12 09,21
2009-06-12 10,27
2009-06-12 11,22
2009-06-12 12,22
2009-06-12 13,32
2009-06-12 14,22
2009-06-12 15,26
2009-06-12 16,17
2009-06-12 17,18
2009-06-12 18,28
2009-06-12 19,40
2009-06-12 20,26
2009-06-12 21,20
2009-06-12 22,15
2009-06-12 23,27
2009-06-13 00,27
2009-06-13 01,26
2009-06-13 02,10
2009-06-13 03,14
2009-06-13 04,6
2009-06-13 05,3
2009-06-13 06,8
2009-06-13 07,12
2009-06-13 08,12
2009-06-13 09,4
2009-06-13 10,13
2009-06-13 11,18
2009-06-13 12,29
2009-06-13 13,18
2009-06-13 14,16
2009-06-13 15,17
2009-06-13 16,23
2009-06-13 17,17
2009-06-13 18,17
2009-06-13 19,24
2009-06-13 20,30
2009-06-13 21,23
2009-06-13 22,20
2009-06-13 23,35
2009-06-14 00,33
2009-06-14 01,26
2009-06-14 02,22
2009-06-14 03,19
2009-06-14 04,9
2009-06-14 05,4
2009-06-14 06,5
2009-06-14 07,2
2009-06-14 08,8
2009-06-14 09,11
2009-06-14 10,17
2009-06-14 11,22
2009-06-14 12,10
2009-06-14 13,16
2009-06-14 14,12
2009-06-14 15,15
2009-06-14 16,13
2009-06-14 17,9
2009-06-14 18,16
2009-06-14 19,11
2009-06-14 20,14
2009-06-14 21,25
2009-06-14 22,19
2009-06-14 23,19
2009-06-15 00,6
2009-06-15 01,3
2009-06-15 02,2
2009-06-15 03,3
2009-06-15 04,1
2009-06-15 05,4
2009-06-15 06,5
2009-06-15 07,25
2009-06-15 08,22
2009-06-15 09,29
2009-06-15 10,27
2009-06-15 11,15
2009-06-15 12,17
2009-06-15 13,20
2009-06-15 14,20
2009-06-15 15,13
2009-06-15 16,23
2009-06-15 17,23
2009-06-15 18,23
2009-06-15 19,18
2009-06-15 20,17
2009-06-15 21,25
2009-06-15 22,21
2009-06-15 23,15
2009-06-16 00,9
2009-06-16 01,7
2009-06-16 02,7
2009-06-16 03,1
2009-06-16 04,3
2009-06-16 05,1
2009-06-16 06,6
2009-06-16 07,24
2009-06-16 08,28
2009-06-16 09,27
2009-06-16 10,20
2009-06-16 11,25
2009-06-16 12,19
2009-06-16 13,27
2009-06-16 14,19
2009-06-16 15,22
2009-06-16 16,25
2009-06-16 17,19
2009-06-16 18,34
2009-06-16 19,28
2009-06-16 20,33
2009-06-16 21,34
2009-06-16 22,40
2009-06-16 23,22
2009-06-17 00,19
2009-06-17 01,5
2009-06-17 02,6
2009-06-17 03,4
2009-06-17 04,5
2009-06-17 05,3
2009-06-17 06,13
2009-06-17 07,26
2009-06-17 08,23
2009-06-17 09,15
2009-06-17 10,17
2009-06-17 11,17
2009-06-17 12,19
2009-06-17 13,29
2009-06-17 14,22
2009-06-17 15,28
2009-06-17 16,25
2009-06-17 17,23
2009-06-17 18,31
2009-06-17 19,31
2009-06-17 20,27
2009-06-17 21,22
2009-06-17 22,32
2009-06-17 23,20
2009-06-18 00,13
2009-06-18 01,10
2009-06-18 02,7
2009-06-18 03,2
2009-06-18 04,1
2009-06-18 05,4
2009-06-18 06,8
2009-06-18 07,29
2009-06-18 08,22
2009-06-18 09,22
2009-06-18 10,18
2009-06-18 11,31
2009-06-18 12,26
2009-06-18 13,24
2009-06-18 14,15
2009-06-18 15,26
2009-06-18 16,24
2009-06-18 17,21
2009-06-18 18,30
2009-06-18 19,22
2009-06-18 20,39
2009-06-18 21,32
2009-06-18 22,21
