date_hour,trip_count
2013-08-27 10,13
2013-08-27 11,20
2013-08-27 12,12
2013-08-27 13,17
2013-08-27 14,25
2013-08-27 15,9
2013-08-27 16,23
2013-08-27 17,12
2013-08-27 18,30
2013-08-27 19,23
2013-08-27 20,27
2013-08-27 21,16
2013-08-27 22,27
2013-08-27 23,23
2013-08-28 00,6
2013-08-28 01,9
2013-08-28 02,5
2013-08-28 03,6
2013-08-28 04,1
2013-08-28 05,5
2013-08-28 06,5
2013-08-28 07,12
2013-08-28 08,26
2013-08-28 09,30
2013-08-28 10,14
2013-08-28 11,19
2013-08-28 12,28
2013-08-28 13,18
2013-08-28 14,20
2013-08-28 15,12
2013-08-28 16,11
2013-08-28 17,16
2013-08-28 18,31
2013-08-28 19,28
2013-08-28 20,34
2013-08-28 21,15
2013-08-28 22,21
2013-08-28 23,20
2013-08-29 00,16
2013-08-29 01,8
2013-08-29 02,7
2013-08-29 03,4
2013-08-29 04,1
2013-08-29 05,5
2013-08-29 06,14
2013-08-29 07,18
2013-08-29 08,17
2013-08-29 09,27
2013-08-29 10,28
2013-08-29 11,20
2013-08-29 12,21
2013-08-29 13,13
2013-08-29 14,19
2013-08-29 15,20
2013-08-29 16,15
2013-08-29 17,20
2013-08-29 18,22
2013-08-29 19,21
2013-08-29 20,22
2013-08-29 21,22
2013-08-29 22,23
2013-08-29 23,23
2013-08-30 00,27
2013-08-30 01,14
2013-08-30 02,10
2013-08-30 03,1
2013-08-30 04,3
2013-08-30 05,8
2013-08-30 06,10
2013-08-30 07,19
2013-08-30 08,25
2013-08-30 09,20
2013-08-30 10,23
2013-08-30 11,13
2013-08-30 12,21
2013-08-30 13,18
2013-08-30 14,21
2013-08-30 15,10
2013-08-30 16,21
2013-08-30 17,20
2013-08-30 18,20
2013-08-30 19,16
2013-08-30 20,24
2013-08-30 21,24
2013-08-30 22,22
2013-08-30 23,18
2013-08-31 00,28
2013-08-31 01,25
2013-08-31 02,24
2013-08-31 03,14
2013-08-31 04,5
2013-08-31 05,5
2013-08-31 06,4
2013-08-31 07,2
2013-08-31 08,9
2013-08-31 09,11
2013-08-31 10,19
2013-08-31 11,20
2013-08-31 12,22
2013-08-31 13,25
2013-08-31 14,10
2013-08-31 15,17
2013-08-31 16,19
2013-08-31 17,20
2013-08-31 18,32
2013-08-31 19,22
2013-08-31 20,15
2013-08-31 21,25
2013-08-31 22,18
2013-08-31 23,32
2013-09-01 00,28
2013-09-01 01,14
2013-09-01 02,13
2013-09-01 03,11
2013-09-01 04,8
2013-09-01 05,4
2013-09-01 06,3
2013-09-01 07,6
2013-09-01 08,4
2013-09-01 09,13
2013-09-01 10,6
2013-09-01 11,10
2013-09-01 12,23
2013-09-01 13,17
2013-09-01 14,27
2013-09-01 15,12
2013-09-01 16,18
2013-09-01 17,18
2013-09-01 18,16
2013-09-01 19,28
2013-09-01 20,20
2013-09-01 21,19
2013-09-01 22,16
2013-09-01 23,25
2013-09-02 00,22
2013-09-02 01,14
2013-09-02 02,16
2013-09-02 03,6
2013-09-02 04,11
2013-09-02 05,1
2013-09-02 06,5
2013-09-02 07,6
2013-09-02 08,8
2013-09-02 09,8
2013-09-02 10,17
2013-09-02 11,8
2013-09-02 12,11
2013-09-02 13,13
2013-09-02 14,16
2013-09-02 15,16
2013-09-02 16,11
2013-09-02 17,19
2013-09-02 18,16
2013-09-02 19,12
2013-09-02 20,12
2013-09-02 21,9
2013-09-02 22,10
2013-09-02 23,11
2013-09-03 00,9
2013-09-03 01,11
2013-09-03 02,4
2013-09-03 03,2
2013-09-03 04,2
2013-09-03 05,3
2013-09-03 06,8
2013-09-03 07,14
2013-09-03 08,25
2013-09-03 09,21
2013-09-03 10,11
2013-09-03 11,20
2013-09-03 12,24
2013-09-03 13,13
2013-09-03 14,24
2013-09-03 15,18
2013-09-03 16,18
2013-09-03 17,14
2013-09-03 18,25
2013-09-03 19,13
2013-09-03 20,15
2013-09-03 21,21
2013-09-03 22,15
2013-09-03 23,20
2013-09-04 00,7
2013-09-04 01,9
2013-09-04 02,6
2013-09-04 03,2
2013-09-04 04,1
2013-09-04 05,4
2013-09-04 06,10
2013-09-04 07,24
2013-09-04 08,12
2013-09-04 09,25
2013-09-04 10,15
2013-09-04 11,15
2013-09-04 12,22
2013-09-04 13,19
2013-09-04 14,28
2013-09-04 15,19
2013-09-04 16,13
2013-09-04 17,17
2013-09-04 18,20
2013-09-04 19,31
2013-09-04 20,28
2013-09-04 21,20
2013-09-04 22,33
2013-09-04 23,11
2013-09-05 00,19
2013-09-05 01,10
2013-09-05 02,9
2013-09-05 03,2
2013-09-05 04,2
2013-09-05 05,2
2013-09-05 06,10
2013-09-05 07,23
2013-09-05 08,23
2013-09-05 09,13
2013-09-05 10,29
2013-09-05 11,8
2013-09-05 12,13
2013-09-05 13,19
2013-09-05 14,29
2013-09-05 15,14
2013-09-05 16,15
2013-09-05 17,21
2013-09-05 18,28
2013-09-05 19,24
2013-09-05 20,24
2013-09-05 21,37
2013-09-05 22,24
2013-09-05 23,28
2013-09-06 00,17
2013-09-06 01,20
2013-09-06 02,5
2013-09-06 03,5
2013-09-06 04,4
2013-09-06 05,3
2013-09-06 06,7
2013-09-06 07,22
2013-09-06 08,31
2013-09-06 09,15
2013-09-06 10,18
2013-09-06 11,21
2013-09-06 12,25
2013-09-06 13,29
2013-09-06 14,25
2013-09-06 15,33
2013-09-06 16,14
2013-09-06 17,33
2013-09-06 18,27
2013-09-06 19,20
2013-09-06 20,34
2013-09-06 21,24
2013-09-06 22,23
2013-09-06 23,30
2013-09-07 00,31
2013-09-07 01,29
2013-09-07 02,19
2013-09-07 03,16
2013-09-07 04,11
2013-09-07 05,4
2013-09-07 06,5
2013-09-07 07,3
2013-09-07 08,7
2013-09-07 09,14
2013-09-07 10,14
2013-09-07 11,20
2013-09-07 12,25
2013-09-07 13,20
2013-09-07 14,29
2013-09-07 15,28
2013-09-07 16,8
2013-09-07 17,23
2013-09-07 18,22
2013-09-07 19,34
2013-09-07 20,32
2013-09-07 21,26
2013-09-07 22,32
2013-09-07 23,30
2013-09-08 00,28
2013-09-08 01,28
2013-09-08 02,22
2013-09-08 03,24
2013-09-08 04,15
2013-09-08 05,5
2013-09-08 06,6
2013-09-08 07,5
2013-09-08 08,6
2013-09-08 09,5
2013-09-08 10,17
2013-09-08 11,13
2013-09-08 12,13
2013-09-08 13,24
2013-09-08 14,20
2013-09-08 15,26
2013-09-08 16,17
2013-09-08 17,12
2013-09-08 18,24
2013-09-08 19,27
2013-09-08 20,14
2013-09-08 21,16
2013-09-08 22,17
2013-09-08 23,15
2013-09-09 00,12
2013-09-09 01,9
2013-09-09 02,8
2013-09-09 03,2
2013-09-09 04,6
2013-09-09 05,3
2013-09-09 06,12
2013-09-09 07,17
2013-09-09 08,16
2013-09-09 09,36
2013-09-09 10,29
2013-09-09 11,21
2013-09-09 12,19
2013-09-09 13,30
2013-09-09 14,20
2013-09-09 15,20
2013-09-09 16,14
2013-09-09 17,25
2013-09-09 18,27
2013-09-09 19,24
2013-09-09 20,23
2013-09-09 21,20
2013-09-09 22,25
2013-09-09 23,17
2013-09-10 00,8
2013-09-10 01,6
2013-09-10 02,5
2013-09-10 03,2
2013-09-10 04,1
2013-09-10 05,6
2013-09-10 06,8
2013-09-10 07,28
2013-09-10 08,18
2013-09-10 09,34
2013-09-10 10,17
2013-09-10 11,23
2013-09-10 12,22
2013-09-10 13,24
2013-09-10 14,30
2013-09-10 15,18
2013-09-10 16,20
2013-09-10 17,18
2013-09-10 18,25
2013-09-10 19,32
2013-09-10 20,20
2013-09-10 21,31
2013-09-10 22,26
2013-09-10 23,18
2013-09-11 00,17
2013-09-11 01,9
2013-09-11 02,1
2013-09-11 03,2
2013-09-11 04,5
2013-09-11 05,10
2013-09-11 06,14
2013-09-11 07,20
2013-09-11 08,40
2013-09-11 09,18
2013-09-11 10,31
2013-09-11 11,21
2013-09-11 12,16
2013-09-11 13,18
2013-09-11 14,29
2013-09-11 15,35
2013-09-11 16,19
2013-09-11 17,19
2013-09-11 18,23
2013-09-11 19,28
2013-09-11 20,24
2013-09-11 21,22
2013-09-11 22,32
2013-09-11 23,16
2013-09-12 00,10
2013-09-12 01,7
2013-09-12 02,8
2013-09-12 03,4
2013-09-12 04,4
2013-09-12 05,9
2013-09-12 06,14
2013-09-12 07,17
2013-09-12 08,21
2013-09-12 09,22
2013-09-12 10,22
2013-09-12 11,27
2013-09-12 12,29
2013-09-12 13,16
2013-09-12 14,30
2013-09-12 15,18
2013-09-12 16,12
2013-09-12 17,23
2013-09-12 18,40
2013-09-12 19,48
2013-09-12 20,45
2013-09-12 21,25
2013-09-12 22,21
2013-09-12 23,30
2013-09-13 00,28
2013-09-13 01,14
2013-09-13 02,12
2013-09-13 03,8
2013-09-13 04,6
2013-09-13 05,6
2013-09-13 06,7
2013-09-13 07,24
2013-09-13 08,30
2013-09-13 09,22
2013-09-13 10,15
2013-09-13 11,25
2013-09-13 12,13
2013-09-13 13,31
2013-09-13 14,18
2013-09-13 15,19
2013-09-13 16,9
2013-09-13 17,17
2013-09-13 18,35
2013-09-13 19,26
2013-09-13 20,22
2013-09-13 21,25
2013-09-13 22,37
2013-09-13 23,27
2013-09-14 00,27
2013-09-14 01,20
2013-09-14 02,25
2013-09-14 03,21
2013-09-14 04,8
2013-09-14 05,5
2013-09-14 06,3
2013-09-14 07,14
2013-09-14 08,14
2013-09-14 09,24
2013-09-14 10,19
2013-09-14 11,22
2013-09-14 12,34
2013-09-14 13,24
2013-09-14 14,16
2013-09-14 15,25
2013-09-14 16,25
2013-09-14 17,21
2013-09-14 18,26
2013-09-14 19,38
2013-09-14 20,24
2013-09-14 21,30
2013-09-14 22,23
2013-09-14 23,26
2013-09-15 00,29
2013-09-15 01,23
2013-09-15 02,28
2013-09-15 03,26
2013-09-15 04,12
2013-09-15 05,5
2013-09-15 06,3
2013-09-15 07,8
2013-09-15 08,8
2013-09-15 09,11
2013-09-15 10,27
2013-09-15 11,15
2013-09-15 12,30
2013-09-15 13,26
2013-09-15 14,24
2013-09-15 15,24
2013-09-15 16,12
2013-09-15 17,22
2013-09-15 18,27
2013-09-15 19,27
2013-09-15 20,23
2013-09-15 21,16
2013-09-15 22,23
2013-09-15 23,13
2013-09-16 00,6
2013-09-16 01,7
2013-09-16 02,4
2013-09-16 04,4
2013-09-16 05,3
2013-09-16 06,10
2013-09-16 07,21
2013-09-16 08,28
2013-09-16 09,16
2013-09-16 10,15
2013-09-16 11,25
2013-09-16 12,15
2013-09-16 13,30
2013-09-16 14,20
2013-09-16 15,25
2013-09-16 16,18
2013-09-16 17,38
2013-09-16 18,33
2013-09-16 19,20
2013-09-16 20,29
2013-09-16 21,18
2013-09-16 22,28
2013-09-16 23,15
2013-09-17 00,8
2013-09-17 01,4
2013-09-17 02,2
2013-09-17 03,2
2013-09-17 04,2
2013-09-17 06,11
2013-09-17 07,15
2013-09-17 08,24
2013-09-17 09,28
2013-09-17 10,14
2013-09-17 11,21
2013-09-17 12,23
2013-09-17 13,20
2013-09-17 14,21
2013-09-17 15,18
2013-09-17 16,20
2013-09-17 17,22
2013-09-17 18,26
2013-09-17 19,36
2013-09-17 20,31
2013-09-17 21,43
2013-09-17 22,24
2013-09-17 23,17
2013-09-18 00,6
2013-09-18 01,10
2013-09-18 02,8
2013-09-18 03,5
2013-09-18 04,1
2013-09-18 05,3
2013-09-18 06,4
2013-09-18 07,36
2013-09-18 08,22
2013-09-18 09,17
2013-09-18 10,24
2013-09-18 11,24
2013-09-18 12,18
2013-09-18 13,18
2013-09-18 14,20
2013-09-18 15,24
2013-09-18 16,14
2013-09-18 17,24
2013-09-18 18,27
2013-09-18 19,32
2013-09-18 20,31
2013-09-18 21,25
2013-09-18 22,14
2013-09-18 23,21
2013-09-19 00,17
2013-09-19 01,10
2013-09-19 02,3
2013-09-19 03,4
2013-09-19 04,1
2013-09-19 05,5
2013-09-19 06,11
2013-09-19 07,20
2013-09-19 08,25
2013-09-19 09,31
2013-09-19 10,19
2013-09-19 11,13
2013-09-19 12,20
2013-09-19 13,25
2013-09-19 14,18
2013-09-19 15,15
2013-09-19 16,9
2013-09-19 17,18
2013-09-19 18,26
2013-09-19 19,49
2013-09-19 20,23
2013-09-19 21,30
2013-09-19 22,27
2013-09-19 23,30
2013-09-20 00,26
2013-09-20 01,20
2013-09-20 02,4
2013-09-20 03,5
2013-09-20 04,3
2013-09-20 05,8
2013-09-20 06,7
2013-09-20 07,28
2013-09-20 08,22
2013-09-20 09,25
2013-09-20 10,14
2013-09-20 11,17
2013-09-20 12,16
2013-09-20 13,24
2013-09-20 14,25
2013-09-20 15,20
2013-09-20 16,14
2013-09-20 17,13
2013-09-20 18,21
2013-09-20 19,36
2013-09-20 20,28
2013-09-20 21,18
2013-09-20 22,43
2013-09-20 23,36
2013-09-21 00,25
2013-09-21 01,30
2013-09-21 02,13
2013-09-21 03,14
2013-09-21 04,11
2013-09-21 05,1
2013-09-21 06,3
2013-09-21 07,10
2013-09-21 08,10
2013-09-21 09,11
2013-09-21 10,15
2013-09-21 11,23
2013-09-21 12,18
2013-09-21 13,22
2013-09-21 14,36
2013-09-21 15,24
2013-09-21 16,12
2013-09-21 17,21
2013-09-21 18,29
2013-09-21 19,33
2013-09-21 20,24
2013-09-21 21,25
2013-09-21 22,42
2013-09-21 23,38
2013-09-22 00,18
2013-09-22 01,17
2013-09-22 02,29
2013-09-22 03,21
2013-09-22 04,8
2013-09-22 05,7
2013-09-22 06,5
2013-09-22 07,5
2013-09-22 08,14
2013-09-22 09,7
2013-09-22 10,16
2013-09-22 11,19
2013-09-22 12,19
2013-09-22 13,21
2013-09-22 14,20
2013-09-22 15,15
2013-09-22 16,16
2013-09-22 17,27
2013-09-22 18,23
2013-09-22 19,24
2013-09-22 20,16
2013-09-22 21,18
2013-09-22 22,20
2013-09-22 23,11
2013-09-23 00,7
2013-09-23 01,9
2013-09-23 02,9
2013-09-23 03,2
2013-09-23 04,4
2013-09-23 05,1
2013-09-23 06,9
2013-09-23 07,26
2013-09-23 08,23
2013-09-23 09,14
2013-09-23 10,24
2013-09-23 11,14
2013-09-23 12,14
2013-09-23 13,16
2013-09-23 14,13
2013-09-23 15,21
2013-09-23 16,20
2013-09-23 17,28
2013-09-23 18,27
2013-09-23 19,28
2013-09-23 20,36
2013-09-23 21,36
2013-09-23 22,28
2013-09-23 23,19
2013-09-24 00,11
2013-09-24 01,5
2013-09-24 02,5
2013-09-24 03,4
2013-09-24 05,2
2013-09-24 06,9
2013-09-24 07,24
2013-09-24 08,33
2013-09-24 09,13
2013-09-24 10,17
2013-09-24 11,26
2013-09-24 12,26
2013-09-24 13,17
2013-09-24 14,21
2013-09-24 15,13
2013-09-24 16,14
2013-09-24 17,28
2013-09-24 18,18
2013-09-24 19,35
2013-09-24 20,20
2013-09-24 21,22
2013-09-24 22,24
2013-09-24 23,20
2013-09-25 00,12
2013-09-25 01,5
2013-09-25 02,6
2013-09-25 03,3
2013-09-25 04,3
2013-09-25 05,5
2013-09-25 06,11
2013-09-25 07,17
2013-09-25 08,18
2013-09-25 09,25
2013-09-25 10,22
2013-09-25 11,18
2013-09-25 12,26
2013-09-25 13,9
2013-09-25 14,26
2013-09-25 15,22
2013-09-25 16,14
2013-09-25 17,18
2013-09-25 18,30
2013-09-25 19,25
2013-09-25 20,41
2013-09-25 21,28
2013-09-25 22,26
2013-09-25 23,16
2013-09-26 00,9
2013-09-26 01,6
2013-09-26 02,6
2013-09-26 03,5
2013-09-26 04,4
2013-09-26 05,4
2013-09-26 06,11
2013-09-26 07,16
2013-09-26 08,17
2013-09-26 09,16
2013-09-26 10,25
2013-09-26 11,17
2013-09-26 12,24
2013-09-26 13,21
2013-09-26 14,16
2013-09-26 15,12
2013-09-26 16,12
2013-09-26 17,19
2013-09-26 18,26
2013-09-26 19,28
2013-09-26 20,29
2013-09-26 21,26
2013-09-26 22,40
2013-09-26 23,32
2013-09-27 00,22
2013-09-27 01,16
2013-09-27 02,1
2013-09-27 03,4
2013-09-27 04,9
2013-09-27 05,1
2013-09-27 06,15
2013-09-27 07,24
2013-09-27 08,44
2013-09-27 09,23
2013-09-27 10,20
2013-09-27 11,14
2013-09-27 12,29
2013-09-27 13,25
2013-09-27 14,17
2013-09-27 15,18
2013-09-27 16,27
2013-09-27 17,18
2013-09-27 18,18
2013-09-27 19,40
2013-09-27 20,34
2013-09-27 21,32
2013-09-27 22,32
2013-09-27 23,32
2013-09-28 00,18
2013-09-28 01,25
2013-09-28 02,22
2013-09-28 03,13
2013-09-28 04,12
2013-09-28 05,3
2013-09-28 06,8
2013-09-28 07,6
2013-09-28 08,10
2013-09-28 09,14
2013-09-28 10,16
2013-09-28 11,25
2013-09-28 12,31
2013-09-28 13,28
2013-09-28 14,19
2013-09-28 15,27
2013-09-28 16,18
2013-09-28 17,24
2013-09-28 18,19
2013-09-28 19,29
2013-09-28 20,29
2013-09-28 21,32
2013-09-28 22,38
2013-09-28 23,27
2013-09-29 00,38
2013-09-29 01,13
2013-09-29 02,30
2013-09-29 03,17
2013-09-29 04,11
2013-09-29 05,6
2013-09-29 06,3
2013-09-29 07,11
2013-09-29 08,6
2013-09-29 09,9
2013-09-29 10,21
2013-09-29 11,26
2013-09-29 12,22
2013-09-29 13,23
2013-09-29 14,18
2013-09-29 15,19
2013-09-29 16,14
2013-09-29 17,20
2013-09-29 18,26
2013-09-29 19,21
2013-09-29 20,14
2013-09-29 21,21
2013-09-29 22,11
2013-09-29 23,18
2013-09-30 00,9
2013-09-30 01,6
2013-09-30 02,1
2013-09-30 03,3
2013-09-30 05,2
2013-09-30 06,10
2013-09-30 07,16
2013-09-30 08,21
2013-09-30 09,24
2013-09-30 10,23
2013-09-30 11,14
2013-09-30 12,21
2013-09-30 13,20
2013-09-30 14,12
2013-09-30 15,16
2013-09-30 16,15
2013-09-30 17,25
2013-09-30 18,35
2013-09-30 19,18
2013-09-30 20,19
2013-09-30 21,37
2013-09-30 22,19
2013-09-30 23,16
2013-10-01 00,5
2013-10-01 01,8
2013-10-01 02,5
2013-10-01 04,3
2013-10-01 05,4
2013-10-01 06,6
2013-10-01 07,30
2013-10-01 08,30
2013-10-01 09,20
2013-10-01 10,22
2013-10-01 11,24
2013-10-01 12,15
2013-10-01 13,16
2013-10-01 14,21
2013-10-01 15,16
2013-10-01 16,17
2013-10-01 17,21
2013-10-01 18,23
2013-10-01 19,38
2013-10-01 20,27
2013-10-01 21,38
2013-10-01 22,27
2013-10-01 23,22
2013-10-02 00,15
2013-10-02 01,9
2013-10-02 03,6
2013-10-02 04,2
2013-10-02 05,2
2013-10-02 06,12
2013-10-02 07,23
2013-10-02 08,25
2013-10-02 09,31
2013-10-02 10,13
2013-10-02 11,20
2013-10-02 12,24
2013-10-02 13,26
2013-10-02 14,20
2013-10-02 15,27
2013-10-02 16,18
2013-10-02 17,31
2013-10-02 18,35
2013-10-02 19,29
2013-10-02 20,28
2013-10-02 21,27
2013-10-02 22,27
2013-10-02 23,35
2013-10-03 00,18
2013-10-03 01,9
2013-10-03 02,4
2013-10-03 03,5
2013-10-03 04,5
2013-10-03 05,3
2013-10-03 06,16
2013-10-03 07,31
2013-10-03 08,23
2013-10-03 09,33
2013-10-03 10,22
2013-10-03 11,27
2013-10-03 12,26
2013-10-03 13,13
2013-10-03 14,28
2013-10-03 15,21
2013-10-03 16,10
2013-10-03 17,25
2013-10-03 18,29
2013-10-03 19,40
2013-10-03 20,27
2013-10-03 21,35
2013-10-03 22,41
2013-10-03 23,21
2013-10-04 00,20
2013-10-04 01,16
2013-10-04 02,5
2013-10-04 03,3
2013-10-04 04,3
2013-10-04 05,2
2013-10-04 06,8
2013-10-04 07,13
2013-10-04 08,19
2013-10-04 09,18
2013-10-04 10,22
2013-10-04 11,12
2013-10-04 12,28
2013-10-04 13,17
2013-10-04 14,24
2013-10-04 15,15
2013-10-04 16,26
2013-10-04 17,28
2013-10-04 18,28
2013-10-04 19,43
2013-10-04 20,31
2013-10-04 21,26
2013-10-04 22,32
2013-10-04 23,27
2013-10-05 00,34
2013-10-05 01,20
2013-10-05 02,14
2013-10-05 03,17
2013-10-05 04,7
2013-10-05 05,4
2013-10-05 06,3
2013-10-05 07,10
2013-10-05 08,13
2013-10-05 09,23
2013-10-05 10,17
2013-10-05 11,19
2013-10-05 12,15
2013-10-05 13,27
2013-10-05 14,21
2013-10-05 15,17
2013-10-05 16,15
2013-10-05 17,27
2013-10-05 18,23
2013-10-05 19,25
2013-10-05 20,28
2013-10-05 21,30
2013-10-05 22,35
2013-10-05 23,28
2013-10-06 00,25
2013-10-06 01,13
2013-10-06 02,23
2013-10-06 03,19
2013-10-06 04,11
2013-10-06 05,2
2013-10-06 06,3
2013-10-06 07,10
2013-10-06 08,14
2013-10-06 09,15
2013-10-06 10,14
2013-10-06 11,22
2013-10-06 12,21
2013-10-06 13,17
2013-10-06 14,30
2013-10-06 15,22
2013-10-06 16,20
2013-10-06 17,23
2013-10-06 18,21
2013-10-06 19,27
2013-10-06 20,29
2013-10-06 21,9
2013-10-06 22,18
2013-10-06 23,11
2013-10-07 00,10
2013-10-07 01,5
2013-10-07 02,2
2013-10-07 03,4
2013-10-07 04,3
2013-10-07 06,12
2013-10-07 07,20
2013-10-07 08,26
2013-10-07 09,25
2013-10-07 10,18
2013-10-07 11,10
2013-10-07 12,30
2013-10-07 13,20
2013-10-07 14,24
2013-10-07 15,15
2013-10-07 16,20
2013-10-07 17,15
2013-10-07 18,31
2013-10-07 19,31
2013-10-07 20,30
2013-10-07 21,27
2013-10-07 22,24
2013-10-07 23,14
2013-10-08 00,3
2013-10-08 01,2
2013-10-08 03,3
2013-10-08 05,8
2013-10-08 06,7
2013-10-08 07,17
2013-10-08 08,30
2013-10-08 09,19
2013-10-08 10,27
2013-10-08 11,19
2013-10-08 12,18
2013-10-08 13,26
2013-10-08 14,23
2013-10-08 15,18
2013-10-08 16,21
2013-10-08 17,18
2013-10-08 18,29
2013-10-08 19,31
2013-10-08 20,18
2013-10-08 21,21
2013-10-08 22,19
2013-10-08 23,14
2013-10-09 00,6
2013-10-09 01,11
2013-10-09 02,9
2013-10-09 03,3
2013-10-09 04,3
2013-10-09 05,1
2013-10-09 06,6
2013-10-09 07,23
2013-10-09 08,25
2013-10-09 09,20
2013-10-09 10,22
2013-10-09 11,24
2013-10-09 12,19
2013-10-09 13,20
2013-10-09 14,20
2013-10-09 15,21
2013-10-09 16,18
2013-10-09 17,26
2013-10-09 18,31
2013-10-09 19,33
2013-10-09 20,42
2013-10-09 21,35
2013-10-09 22,29
2013-10-09 23,15
2013-10-10 00,19
2013-10-10 01,7
2013-10-10 02,3
2013-10-10 03,4
2013-10-10 04,2
2013-10-10 05,7
2013-10-10 06,8
2013-10-10 07,21
2013-10-10 08,28
2013-10-10 09,26
2013-10-10 10,26
2013-10-10 11,20
2013-10-10 12,23
2013-10-10 13,21
2013-10-10 14,38
2013-10-10 15,16
2013-10-10 16,15
2013-10-10 17,27
2013-10-10 18,36
2013-10-10 19,45
2013-10-10 20,20
2013-10-10 21,38
2013-10-10 22,31
2013-10-10 23,23
2013-10-11 00,17
2013-10-11 01,12
2013-10-11 02,9
2013-10-11 03,10
2013-10-11 04,6
2013-10-11 05,5
2013-10-11 06,17
2013-10-11 07,17
2013-10-11 08,22
2013-10-11 09,23
2013-10-11 10,29
2013-10-11 11,21
2013-10-11 12,18
2013-10-11 13,24
2013-10-11 14,23
2013-10-11 15,21
2013-10-11 16,19
2013-10-11 17,21
2013-10-11 18,26
2013-10-11 19,31
2013-10-11 20,34
2013-10-11 21,34
2013-10-11 22,43
2013-10-11 23,35
2013-10-12 00,14
2013-10-12 01,22
2013-10-12 02,21
2013-10-12 03,16
2013-10-12 04,10
2013-10-12 05,3
2013-10-12 06,5
2013-10-12 07,14
2013-10-12 08,9
2013-10-12 09,20
2013-10-12 10,20
2013-10-12 11,23
2013-10-12 12,29
2013-10-12 13,27
2013-10-12 14,21
2013-10-12 15,27
2013-10-12 16,20
2013-10-12 17,25
2013-10-12 18,21
2013-10-12 19,32
2013-10-12 20,37
2013-10-12 21,27
2013-10-12 22,27
2013-10-12 23,34
2013-10-13 00,17
2013-10-13 01,30
2013-10-13 02,28
2013-10-13 03,12
2013-10-13 04,14
2013-10-13 05,7
2013-10-13 06,1
2013-10-13 07,5
2013-10-13 08,12
2013-10-13 09,18
2013-10-13 10,24
2013-10-13 11,25
2013-10-13 12,20
2013-10-13 13,28
2013-10-13 14,13
2013-10-13 15,20
2013-10-13 16,25
2013-10-13 17,22
2013-10-13 18,19
2013-10-13 19,28
2013-10-13 20,17
2013-10-13 21,22
2013-10-13 22,22
2013-10-13 23,12
2013-10-14 00,9
2013-10-14 01,6
2013-10-14 02,4
2013-10-14 03,2
2013-10-14 04,3
2013-10-14 05,7
2013-10-14 06,8
2013-10-14 07,6
2013-10-14 08,21
2013-10-14 09,20
2013-10-14 10,12
2013-10-14 11,16
2013-10-14 12,19
2013-10-14 13,19
2013-10-14 14,18
2013-10-14 15,19
2013-10-14 16,15
2013-10-14 17,22
2013-10-14 18,32
2013-10-14 19,29
2013-10-14 20,29
2013-10-14 21,28
2013-10-14 22,15
2013-10-14 23,11
2013-10-15 00,8
2013-10-15 01,7
2013-10-15 02,2
2013-10-15 03,2
2013-10-15 04,2
2013-10-15 05,4
2013-10-15 06,14
2013-10-15 07,21
2013-10-15 08,19
2013-10-15 09,17
2013-10-15 10,15
2013-10-15 11,33
2013-10-15 12,27
2013-10-15 13,28
2013-10-15 14,27
2013-10-15 15,14
2013-10-15 16,17
2013-10-15 17,14
2013-10-15 18,20
2013-10-15 19,28
2013-10-15 20,25
2013-10-15 21,24
2013-10-15 22,9
2013-10-15 23,15
2013-10-16 00,13
2013-10-16 01,6
2013-10-16 02,4
2013-10-16 03,4
2013-10-16 04,4
2013-10-16 05,3
2013-10-16 06,8
2013-10-16 07,32
2013-10-16 08,29
2013-10-16 09,25
2013-10-16 10,19
2013-10-16 11,12
2013-10-16 12,25
2013-10-16 13,21
2013-10-16 14,31
2013-10-16 15,23
2013-10-16 16,17
2013-10-16 17,14
2013-10-16 18,28
2013-10-16 19,28
2013-10-16 20,30
2013-10-16 21,25
2013-10-16 22,26
2013-10-16 23,21
2013-10-17 00,13
2013-10-17 01,5
2013-10-17 02,10
2013-10-17 03,3
2013-10-17 04,4
2013-10-17 05,7
2013-10-17 06,11
2013-10-17 07,26
2013-10-17 08,25
2013-10-17 09,24
2013-10-17 10,26
2013-10-17 11,22
2013-10-17 12,24
2013-10-17 13,23
2013-10-17 14,25
2013-10-17 15,20
2013-10-17 16,12
2013-10-17 17,18
2013-10-17 18,23
2013-10-17 19,36
2013-10-17 20,37
2013-10-17 21,24
2013-10-17 22,21
2013-10-17 23,22
2013-10-18 00,20
2013-10-18 01,15
2013-10-18 02,9
2013-10-18 03,13
2013-10-18 04,2
2013-10-18 05,6
2013-10-18 06,11
2013-10-18 07,19
2013-10-18 08,28
2013-10-18 09,25
2013-10-18 10,19
2013-10-18 11,16
2013-10-18 12,22
2013-10-18 13,23
2013-10-18 14,30
2013-10-18 15,22
2013-10-18 16,26
2013-10-18 17,17
2013-10-18 18,21
2013-10-18 19,23
2013-10-18 20,38
2013-10-18 21,28
2013-10-18 22,25
2013-10-18 23,32
2013-10-19 00,35
2013-10-19 01,21
2013-10-19 02,19
2013-10-19 03,12
2013-10-19 04,15
2013-10-19 05,6
2013-10-19 06,13
2013-10-19 07,9
2013-10-19 08,10
2013-10-19 09,17
2013-10-19 10,20
2013-10-19 11,25
2013-10-19 12,33
2013-10-19 13,25
2013-10-19 14,15
2013-10-19 15,20
2013-10-19 16,13
2013-10-19 17,25
